age;bmi;plz;secret
14;14.92;8349;1
12;11.41;2647;8
61;25.3;8957;9
94;29.8;9562;6
10;23.0;2520;1
72;20.75;4052;5
38;21.6;6295;3
10;19.13;6472;3
23;10.22;8775;8
28;11.46;3109;3
82;12.18;3120;9
68;25.58;9865;1
93;23.25;3825;2
43;24.34;9926;6
5;26.16;8686;5
2;12.85;7598;2
1;10.88;5377;2
68;18.26;1770;10
59;18.8;7205;1
45;25.94;8671;10
45;24.81;5872;2
81;24.56;4890;0
21;22.08;1286;4
50;23.64;5822;1
51;28.72;9762;6
85;17.28;2006;4
48;13.91;8164;2
75;20.27;9028;8
82;19.09;7810;0
7;13.91;2946;6
54;20.25;4211;4
12;21.99;1415;1
93;27.41;9941;5
59;17.99;3959;6
50;19.92;2237;4
92;20.32;2085;9
75;14.12;6112;0
7;24.18;2173;8
11;19.4;5071;8
23;11.39;6344;6
48;21.88;3732;8
86;12.24;6726;9
4;14.14;1929;10
8;30.27;5846;2
43;10.66;2106;4
36;24.43;6046;9
39;15.02;3068;0
99;22.09;3148;6
38;15.05;7419;1
84;21.85;3798;6
95;24.27;9225;5
27;22.19;7170;1
74;25.5;2756;4
37;13.21;1992;4
49;13.47;1339;5
68;26.13;5068;10
27;23.72;3657;3
30;25.47;7746;1
96;19.15;9061;3
88;21.69;5020;5
69;15.02;5700;10
86;11.02;5212;7
67;30.35;1548;1
21;25.68;1417;2
71;25.82;8632;1
21;16.65;5162;1
31;14.8;1042;5
28;30.83;1966;3
10;14.05;4525;1
71;16.06;5737;10
9;10.14;9735;3
91;20.48;4208;4
4;17.81;6468;9
59;25.21;3847;1
62;17.65;6417;5
79;19.28;6935;5
58;27.86;5302;6
84;28.18;7745;4
88;24.08;8410;6
60;22.71;7031;7
42;14.38;2880;5
58;17.85;1248;2
3;15.02;5291;5
81;25.72;4211;8
71;13.55;9370;7
49;15.12;8126;6
31;11.3;2894;7
88;14.01;9180;4
21;11.42;9088;6
86;13.96;9148;4
61;12.95;2101;0
24;12.54;5690;0
48;13.59;7368;10
65;30.97;4291;0
35;29.21;6919;4
61;12.71;6025;7
46;17.19;9968;9
18;17.76;8604;2
93;16.12;3334;6
14;19.7;6377;9
99;21.63;2512;3
81;24.9;4239;2
43;26.11;3467;9
79;20.45;8643;2
79;25.74;6464;4
26;18.63;6136;1
0;13.16;6496;5
66;29.93;5136;4
39;21.57;9136;2
93;12.14;2871;7
43;18.07;6873;10
52;15.91;2690;4
46;16.64;6241;1
87;17.69;2165;4
40;30.14;9329;6
20;28.12;9696;8
12;10.89;8466;7
69;19.2;5550;7
95;19.08;1158;8
33;16.86;8529;6
67;22.94;7596;4
19;17.7;6700;1
64;21.31;3288;9
82;23.99;7898;5
27;29.2;5657;1
94;13.32;8917;2
83;18.41;6637;8
73;21.44;8603;5
11;15.27;3612;1
44;18.09;3280;4
79;17.12;5255;2
91;17.0;4198;7
37;24.09;8074;1
42;26.24;1954;7
87;26.28;4752;1
97;17.72;3068;4
84;22.41;6569;0
66;15.38;5159;10
41;25.48;1508;4
9;29.51;4416;5
26;16.13;5825;1
80;10.15;5297;5
87;19.66;9174;7
9;19.45;4659;7
31;25.86;2598;1
88;29.73;5745;0
62;22.26;1947;4
40;19.2;2737;5
35;17.28;8539;9
82;13.88;4801;10
90;19.48;4145;2
23;23.14;8826;5
73;27.87;7588;5
47;10.78;3293;10
53;10.03;6555;6
70;27.7;6967;1
1;17.38;3406;6
82;28.43;4351;4
77;25.97;2073;9
14;12.3;2102;2
58;19.61;8346;3
69;21.82;9836;2
86;19.08;1126;9
33;19.54;3025;3
30;18.0;5453;5
48;26.67;8927;3
82;22.3;4379;8
98;30.01;8734;3
48;17.56;5002;9
59;30.04;8378;10
84;29.68;9229;4
5;20.3;2703;3
91;29.51;2076;1
75;29.31;9919;7
93;25.46;9586;9
38;25.68;4556;0
25;21.3;1668;5
9;17.2;2334;1
28;25.58;2431;3
16;29.0;3660;2
37;10.38;7828;8
12;29.12;8687;3
75;16.38;5671;6
70;22.13;4118;3
20;18.35;8342;8
36;11.47;4214;9
5;10.74;1765;8
98;19.78;5679;0
45;21.78;4445;5
6;25.42;6376;3
22;22.32;9653;6
60;14.82;6058;10
77;15.45;9070;2
39;19.5;8565;4
64;10.37;1451;9
45;11.83;2163;3
91;30.34;9132;6
79;21.78;4981;9
37;15.51;1444;1
79;23.41;3732;3
27;11.93;4348;8
84;26.79;3158;2
8;14.18;2862;8
7;18.5;9887;4
41;10.29;1092;1
22;29.02;1658;2
25;27.01;3938;4
11;22.56;7087;7
1;20.47;1784;9
19;24.27;9425;9
4;29.86;5751;3
8;22.76;2002;7
74;29.72;3314;5
20;10.42;3291;9
28;13.83;3360;1
81;24.96;3789;6
60;29.97;9003;0
4;19.18;8152;4
26;15.86;1714;2
87;20.83;5283;4
21;27.17;4597;4
0;21.19;7300;3
66;25.36;6858;10
6;22.61;3596;7
52;15.81;1801;7
73;30.13;2413;9
16;29.4;5913;6
62;29.11;1630;9
43;13.44;9840;9
2;17.2;2710;3
23;17.94;3349;9
80;17.34;3990;6
94;18.26;2561;7
22;24.5;1760;8
70;22.67;1043;7
25;12.33;2821;5
17;26.68;2569;0
75;25.95;9460;1
39;10.79;7614;6
71;14.62;3045;3
82;16.14;7899;7
13;28.98;8662;10
55;22.42;9556;3
54;26.96;1511;2
61;29.68;8722;0
7;28.79;2971;2
42;16.09;7642;2
55;22.6;5559;4
16;15.85;8582;8
17;14.45;7194;5
49;20.65;6127;4
62;12.89;5485;8
77;22.44;9680;4
66;16.43;2956;6
97;16.4;4225;0
68;14.39;4427;10
66;19.47;2677;9
68;17.08;7973;2
96;17.64;3376;5
53;10.32;2156;3
20;13.0;1549;2
73;28.58;2484;9
79;10.3;7802;2
87;21.56;9271;4
49;19.26;1962;3
51;12.69;5348;8
4;28.19;4836;8
24;24.92;6318;3
95;14.51;2694;2
4;10.03;7294;6
79;21.2;1554;6
29;22.99;5308;8
35;18.32;4584;0
13;27.29;8840;1
53;30.15;5174;8
76;24.26;2149;10
74;26.53;9520;4
9;28.78;5360;0
27;27.56;5752;9
87;27.86;4486;3
85;14.58;5962;10
94;22.01;4827;7
34;23.15;1660;1
53;23.47;4456;4
42;21.61;8502;3
63;16.59;1701;6
41;24.2;9347;2
79;16.95;8850;1
99;10.91;2951;1
94;14.14;1487;7
15;29.62;7887;5
16;29.12;5182;4
64;21.11;8473;8
35;18.62;1448;3
9;25.97;2814;5
27;15.18;3177;7
9;30.66;9243;6
53;14.51;3982;5
24;17.05;6740;1
28;30.41;3155;5
86;29.24;3149;4
88;28.5;4155;9
82;13.6;4254;2
66;22.39;3845;0
78;12.27;1026;7
62;12.06;9899;4
70;14.47;4617;3
74;16.58;9087;8
48;14.42;7918;2
1;17.47;9364;7
6;10.87;6731;3
65;12.38;1964;2
33;24.26;8892;0
1;26.72;6938;1
73;24.21;6900;1
100;20.56;7828;7
31;21.83;8868;5
18;10.91;6417;7
70;19.94;8871;7
89;21.19;7748;9
28;23.41;4997;8
96;20.49;8849;3
34;22.95;4669;7
81;20.89;3864;8
27;18.2;4069;0
19;23.03;2522;7
83;25.03;2705;7
74;30.65;7145;5
17;17.2;8461;1
6;23.79;3624;8
22;30.9;8680;2
15;16.88;6070;0
35;14.93;2109;3
20;17.86;8062;7
74;22.26;8765;7
29;25.14;1708;2
71;21.49;4032;3
33;15.06;2933;10
82;18.38;4576;9
32;25.01;5712;6
76;28.35;4872;1
94;22.46;6165;9
20;12.8;5425;3
71;11.66;5725;5
2;23.5;6989;7
57;15.62;3811;10
82;27.51;9364;2
46;17.6;1694;2
44;24.34;1573;8
16;14.42;5510;7
92;22.25;4504;4
71;24.09;9595;2
25;12.96;4304;9
96;21.73;6600;7
71;26.27;4131;6
10;13.73;1065;3
70;15.11;1039;9
44;24.55;5397;3
37;20.25;3099;1
43;27.74;8450;9
36;18.58;6043;8
92;26.01;8135;10
66;19.7;4014;4
19;28.39;3762;8
20;14.29;3242;9
8;13.88;8058;3
74;13.4;9693;2
38;18.13;6037;6
25;23.73;9027;9
21;22.96;6183;4
70;19.45;4421;5
16;26.88;7618;7
13;18.21;9079;5
38;28.87;6217;5
24;17.34;9486;9
79;20.02;2837;0
3;13.38;7739;5
28;19.86;6132;4
9;18.53;1500;1
42;10.5;6611;4
66;13.54;5408;9
8;25.9;8909;1
58;13.17;4003;9
15;28.72;4448;2
61;26.31;7482;4
88;10.85;2931;6
92;13.29;5858;9
96;23.45;9363;0
65;11.03;6327;5
15;15.95;6543;2
71;14.07;7926;3
95;19.59;5205;7
51;23.53;3783;1
89;19.28;1273;1
4;30.68;4531;3
32;17.96;5893;7
57;21.63;6708;9
69;25.63;1209;5
90;11.16;3201;3
78;25.85;1060;8
96;13.99;9054;6
46;19.32;2040;5
17;13.79;6206;10
71;18.74;8616;8
71;16.76;9979;5
20;21.38;3250;9
92;29.64;3372;8
61;11.64;4706;9
20;17.5;9495;10
33;30.78;8987;9
27;27.55;7687;7
45;19.65;5597;9
65;19.93;4154;6
7;27.93;3071;9
59;22.21;3184;0
27;23.24;8954;8
3;11.96;5258;3
43;30.24;1683;2
22;28.79;7618;6
63;11.57;6049;2
91;14.53;3119;5
26;21.03;8200;3
54;19.62;2422;5
33;30.65;6358;8
69;11.76;7845;9
79;14.39;9698;2
64;19.43;4450;0
2;15.57;7086;7
92;24.89;9162;5
34;14.45;1609;10
20;13.62;5008;5
6;26.4;2092;6
87;25.51;3774;1
55;26.61;9043;3
9;16.08;5663;7
24;16.35;7724;7
23;13.61;4755;3
66;26.17;1270;8
9;13.07;2347;6
78;24.53;2074;8
8;18.94;1480;7
39;20.85;9857;4
40;24.68;3235;8
18;26.89;7129;5
93;15.13;9587;9
86;28.86;4973;1
27;21.28;3919;9
37;22.9;3346;8
17;30.15;8477;1
9;24.71;2345;4
34;20.59;5360;9
66;11.33;5123;7
38;22.54;4846;6
58;10.62;9386;3
17;18.72;7126;0
5;12.75;4694;8
20;16.99;1760;5
42;13.77;3969;4
48;17.83;7421;4
32;23.18;4928;9
9;26.64;3751;7
47;19.95;4374;8
55;13.81;5387;6
45;14.45;1532;7
49;24.79;8467;6
18;22.23;9884;8
34;17.54;1206;9
84;12.69;9176;8
1;18.28;7336;8
37;26.95;5554;4
78;15.14;7478;8
89;13.54;1019;8
95;23.3;8784;10
64;27.73;8628;4
77;24.81;4383;3
32;17.53;9151;6
89;16.9;7477;8
83;20.82;8119;7
35;29.75;5134;7
90;28.06;3442;6
62;21.87;3102;3
5;30.46;9058;9
57;28.59;2212;3
92;22.7;3298;3
5;20.38;1182;1
80;28.58;5892;10
59;24.86;5888;9
3;13.03;3837;4
55;21.91;9426;8
57;11.5;6544;8
40;29.05;8523;7
84;14.7;8966;5
25;23.06;7116;9
64;13.02;3643;8
75;20.68;5168;4
89;22.25;4870;3
79;16.56;9029;3
33;22.43;5401;8
87;27.99;2930;7
42;19.93;4415;4
96;18.13;3390;7
34;27.97;4657;10
20;20.57;5641;1
44;18.37;4958;4
81;16.64;2364;3
77;28.18;7581;7
99;24.67;5302;10
61;22.33;8066;4
75;26.1;2585;5
98;21.72;9538;9
96;30.42;2811;8
51;24.15;6649;0
99;18.87;4215;9
29;28.09;3611;4
74;16.75;8485;7
60;12.35;7000;7
2;23.72;3042;5
48;23.78;8282;8
45;20.24;8858;3
62;26.97;9245;3
46;21.25;5111;1
7;14.33;1781;4
99;27.6;3269;6
73;20.03;4708;5
92;24.97;5391;0
55;21.85;1584;3
52;17.12;6735;1
100;14.67;3680;5
22;22.82;6978;10
19;19.42;5583;8
62;12.77;5609;9
68;27.49;8098;5
60;20.4;4331;6
95;12.01;6404;5
68;14.28;5517;6
88;16.56;5644;7
38;28.56;7048;1
95;22.15;2399;9
92;23.78;5094;9
89;12.56;7739;2
56;26.73;9667;0
95;12.25;9782;2
64;11.5;7989;6
4;23.69;9961;9
81;17.61;2016;8
50;26.63;8440;9
19;20.06;5668;1
19;18.66;5365;1
46;15.63;6588;7
6;18.15;5897;1
4;18.72;7495;0
61;19.41;1215;0
90;21.69;3451;10
72;20.65;7935;4
66;22.28;5599;4
73;20.0;7627;2
97;15.78;8202;8
0;26.87;8385;4
47;22.94;5031;7
8;15.15;2624;9
68;19.79;1445;2
23;23.28;2567;8
60;18.8;6699;1
16;23.0;4093;3
2;10.22;2316;9
94;24.36;1899;1
73;23.34;1591;7
60;28.47;1166;9
9;27.13;2529;7
86;11.75;9163;9
72;24.47;7791;9
5;25.9;1497;4
24;27.91;8471;8
98;19.87;3927;8
35;29.67;1761;8
53;24.3;9958;7
61;21.35;6823;3
17;21.48;5635;5
80;18.6;9433;9
50;25.74;6243;7
65;30.52;2221;10
86;22.62;2851;1
32;23.85;1563;0
24;29.52;6880;10
4;20.94;5449;8
31;20.5;5164;7
56;14.2;2887;1
13;30.44;9156;9
59;14.54;3669;4
94;23.82;6260;7
13;10.9;5552;7
13;21.74;1450;1
56;21.95;7184;1
18;20.0;6641;1
81;27.55;6336;6
20;13.28;8479;0
93;13.56;6244;9
45;25.86;1518;4
1;12.03;1156;5
92;12.33;4951;9
11;23.92;4371;3
70;22.2;1355;1
83;10.91;4355;10
2;19.55;8129;5
55;21.86;6739;2
95;13.82;8576;5
43;21.02;7277;2
19;29.69;2808;4
89;19.05;4072;8
49;15.46;8932;9
99;21.49;6631;7
65;26.41;9195;6
96;28.21;1589;7
6;16.16;9032;1
91;28.88;8132;9
18;23.81;1211;6
25;28.7;7477;1
67;16.58;7523;5
66;17.8;9935;9
79;18.12;3690;10
33;12.94;3405;7
43;23.7;3447;4
94;11.7;6348;4
85;28.06;3995;7
71;19.04;9565;6
98;13.47;1242;1
33;18.06;7337;6
94;24.4;6549;6
63;13.3;5757;6
98;18.87;7912;3
33;28.79;6308;1
11;11.19;9764;9
29;11.0;1005;4
14;17.93;8855;4
97;12.03;8679;1
84;17.12;8887;8
7;25.95;4205;6
37;10.13;7853;8
66;11.08;8742;7
41;28.65;2264;7
11;27.44;8316;0
44;18.79;9718;4
71;24.93;9295;3
9;22.21;5494;4
87;19.85;1579;9
74;29.77;4103;10
6;16.72;7577;4
54;22.14;6014;1
17;24.67;1276;1
60;24.25;8968;8
70;18.81;5977;6
14;26.79;6585;7
11;17.27;6517;9
66;10.81;7211;4
23;29.95;7030;6
60;23.32;9181;8
45;18.03;9576;4
86;25.49;5956;6
23;29.92;6200;10
37;17.62;6806;1
99;12.16;7242;1
40;26.26;7005;1
67;17.28;4950;4
37;26.95;5703;6
25;23.93;7729;10
37;28.47;9942;3
14;17.6;3589;4
56;24.74;1484;0
26;19.67;1597;6
36;29.6;7409;6
19;30.83;5415;3
81;16.09;3667;1
69;28.0;9228;8
73;28.09;4029;4
43;12.17;9637;1
56;23.39;5123;8
92;26.0;2326;8
84;20.48;9502;6
73;22.98;6578;9
85;13.69;8934;10
61;21.52;9952;3
91;29.52;1352;5
18;16.26;6677;8
14;30.17;9161;6
14;27.45;8605;0
97;26.7;5837;2
26;23.22;8759;10
44;13.34;2018;6
59;22.14;5822;9
29;11.75;4519;3
63;16.29;2104;4
25;15.43;4967;8
50;11.74;6828;0
99;28.47;3997;4
16;26.31;6791;3
84;20.35;7208;1
29;15.8;3711;3
7;22.54;3297;7
62;20.2;3838;7
35;30.97;9094;7
40;28.61;9637;8
69;13.8;7418;6
62;11.67;2615;4
15;13.97;1945;8
4;29.95;7600;2
84;26.4;1550;8
17;16.51;7051;3
12;27.92;9780;2
78;13.56;7203;9
17;18.34;7441;6
47;30.96;2123;1
11;20.0;8452;2
62;22.96;6983;9
41;10.03;1430;8
41;22.53;1131;3
37;15.93;5698;1
3;16.0;1760;7
77;23.23;4637;8
18;28.0;5256;6
14;20.53;7602;3
36;30.83;3530;1
98;29.88;7816;7
69;11.87;5906;4
19;17.53;1957;4
25;12.53;8387;10
36;26.42;5364;4
8;20.9;7346;5
61;15.97;8052;9
46;25.15;3987;7
44;12.99;7996;9
98;15.22;2112;2
39;27.85;8354;5
63;19.5;4039;9
74;14.1;2578;2
91;16.43;2712;2
42;29.38;9614;4
54;28.24;6339;6
97;25.14;7615;2
46;16.32;8111;8
15;21.49;3874;7
19;21.83;4831;1
44;21.42;3906;8
55;13.63;8503;10
75;10.96;4884;0
48;23.66;6213;2
92;19.11;5856;7
47;21.26;5864;5
91;27.72;2440;9
70;12.11;1570;0
66;30.5;7949;1
6;12.72;9795;3
12;20.86;1116;4
52;18.83;5541;8
91;29.36;8881;10
60;27.94;4148;2
60;21.83;3918;8
90;13.87;5534;5
52;20.59;9852;3
90;29.24;5935;7
68;18.23;8346;9
50;29.04;5459;0
16;14.86;9520;9
7;21.84;5027;9
97;10.87;1363;1
92;26.18;6510;8
50;23.62;9115;3
47;29.38;5135;5
76;12.46;2775;5
51;24.61;1472;5
10;22.14;5210;1
39;19.03;8573;6
34;19.49;8524;4
1;15.46;5071;7
21;16.86;1657;5
87;17.65;3316;1
61;30.76;9387;4
68;30.31;7855;4
25;17.71;9181;1
23;30.44;1832;5
46;18.14;8591;5
43;17.54;2112;7
33;30.92;1131;2
86;24.75;1207;7
51;27.93;6830;8
25;20.1;3317;5
29;19.62;9898;9
56;10.33;4048;7
69;24.48;4200;5
73;13.98;8628;8
87;10.99;8484;1
21;16.7;5683;4
2;11.4;5540;7
89;27.04;4900;5
41;24.29;4745;0
2;20.06;6130;0
41;21.01;6682;4
10;23.63;3750;3
63;19.28;1774;3
10;19.22;6366;7
52;24.48;2117;3
28;27.5;9145;5
95;22.65;8967;6
56;19.12;2372;8
70;25.04;9563;2
16;10.49;3028;2
93;22.77;9230;0
96;16.36;8466;2
1;29.98;7952;4
93;19.58;7490;7
22;21.47;3859;2
34;18.34;6423;7
24;16.78;9318;6
84;27.71;2959;0
59;22.17;4570;4
47;22.38;4877;7
14;29.91;8102;2
24;22.84;3937;3
59;27.96;4200;5
84;28.43;6509;8
50;19.81;1367;9
58;30.95;8770;10
16;18.14;2559;7
76;11.86;4521;1
53;22.56;3417;9
83;20.19;7950;2
90;18.61;1947;2
25;13.71;3898;6
10;18.71;5333;9
83;11.95;1455;5
38;24.77;3829;4
99;23.11;8945;8
25;27.78;9915;5
13;10.13;2620;7
99;18.3;2170;6
11;19.14;8624;1
54;28.97;2536;5
69;11.32;6051;5
93;25.33;4934;7
7;14.81;9162;8
68;12.51;6407;9
15;22.17;5066;2
63;16.65;7240;9
22;29.56;1454;2
7;25.18;1749;9
88;10.64;9176;10
40;17.2;1674;9
66;21.84;2748;3
51;10.56;1376;6
61;11.52;3097;3
54;15.6;3271;7
70;23.19;6111;10
88;21.4;8195;10
93;18.75;4805;10
52;20.09;3648;8
48;22.45;4187;1
2;16.68;3101;9
23;11.04;2116;0
80;19.3;2804;8
44;30.4;1739;8
51;30.86;3801;9
63;16.33;6309;3
63;26.57;6075;3
77;20.61;3467;7
66;11.79;1032;8
29;15.45;2279;1
45;29.14;8751;9
72;29.7;8626;3
49;30.84;1699;8
73;10.72;6731;10
40;20.74;8854;4
4;28.7;7918;3
81;14.58;3418;8
49;17.73;4901;1
31;23.17;7576;1
8;17.0;5174;5
30;16.84;3974;2
88;11.98;4322;9
83;23.24;1877;1
14;13.3;5317;8
81;12.24;5183;4
99;29.83;3114;1
10;24.67;9742;0
46;17.13;9117;6
50;20.02;6669;9
82;14.21;3322;7
48;15.43;6597;2
45;14.41;1224;7
29;22.53;3050;3
72;24.65;1776;10
82;28.98;2391;7
58;16.57;7991;9
15;24.82;7032;10
85;24.12;7994;10
90;15.92;2834;5
45;17.74;4581;5
68;14.05;3917;2
1;30.17;3622;2
29;19.61;3291;7
59;27.46;8856;4
50;17.89;4019;4
49;10.84;9902;0
42;15.22;1846;3
42;21.43;6556;10
100;20.78;8488;7
33;18.93;6680;3
7;10.63;9017;10
92;30.88;9261;6
86;21.24;1047;4
48;29.01;4448;1
9;20.82;4638;8
49;23.87;6637;3
92;30.89;6141;9
44;12.74;3922;9
51;10.19;8394;2
47;30.31;6470;8
82;25.68;1990;2
90;11.05;9652;6
91;23.28;7526;2
89;16.85;4979;10
3;27.73;8059;2
66;24.55;3172;10
14;10.43;7184;3
93;26.45;8925;10
62;13.44;9434;4
69;26.78;6182;7
32;30.84;9951;10
46;25.93;5994;6
39;15.15;1607;7
45;26.73;4266;6
25;24.57;1023;3
45;18.14;4972;8
82;28.12;7178;3
31;23.21;5643;7
94;25.03;6545;10
38;30.09;6201;2
31;27.03;5955;5
25;29.46;5457;1
74;24.24;4614;4
52;29.7;5826;2
25;18.82;7981;2
68;10.61;4100;10
49;26.71;8439;4
23;12.58;2318;6
42;16.05;3953;7
53;17.43;3071;9
24;29.08;2160;9
11;17.37;9793;4
15;25.57;4568;6
41;22.84;9868;3
8;20.28;3830;3
20;17.08;1607;1
90;20.76;2262;2
12;17.79;2418;9
46;12.6;8056;3
2;12.1;4740;4
56;13.0;3878;10
20;19.88;1541;8
67;30.14;1797;2
64;20.07;7468;4
9;22.82;3726;8
79;26.33;3947;9
79;23.27;3827;5
57;15.54;8813;3
3;24.21;9566;3
58;26.71;5274;2
78;13.43;6357;2
78;18.44;7286;9
24;19.59;8996;7
6;22.96;9652;2
12;16.9;3315;4
43;27.31;5408;4
53;24.98;6752;8
83;25.31;3315;10
49;30.99;1786;8
77;17.4;7524;0
55;17.85;2414;7
27;13.35;4732;8
1;30.17;3118;5
78;14.48;6391;1
57;26.14;3026;4
18;20.03;6789;0
63;24.59;3180;6
92;23.59;8067;9
48;11.91;3129;3
90;12.9;4495;7
98;23.56;7282;2
69;12.37;9567;3
68;22.27;8696;0
27;24.13;4729;8
33;19.41;1264;6
23;22.47;5819;4
26;29.85;1482;7
16;14.92;4519;2
14;23.37;9232;0
76;20.49;3399;6
1;19.58;1287;1
82;30.6;5359;2
66;16.75;8464;6
11;23.94;9547;2
72;17.05;5624;10
79;27.11;5057;8
5;17.14;2968;9
99;29.84;9979;8
30;27.09;9299;0
61;30.24;7624;8
67;18.01;8212;0
43;29.24;2974;6
28;19.0;9400;7
14;29.2;1693;0
80;22.21;5500;2
93;13.41;4249;4
2;11.02;9200;8
65;13.96;1975;9
59;11.92;5517;3
76;24.04;9125;2
30;12.35;7466;8
50;19.92;5251;0
39;12.55;9535;8
4;26.94;6467;9
76;22.48;4681;4
63;22.36;9400;1
32;30.01;7772;8
88;18.87;3922;4
57;14.13;3673;5
64;27.19;9955;7
29;18.92;1419;1
35;20.89;5929;0
96;15.36;9159;2
64;11.53;5706;5
14;18.31;7821;5
53;10.73;3028;0
11;28.37;3690;8
68;18.56;8829;6
34;24.16;8323;8
33;14.74;3941;6
76;26.49;3521;0
6;18.17;1052;9
73;29.39;5273;10
44;12.93;6945;9
24;18.82;9877;8
11;26.91;2360;8
84;10.81;3684;7
3;24.46;5032;3
21;25.07;4135;7
84;14.81;4730;9
33;20.49;3062;3
58;27.29;2351;9
83;13.04;9416;7
15;29.38;9404;8
88;13.98;3888;4
45;16.29;1432;7
64;19.32;7090;7
87;22.5;1199;3
27;14.07;6264;5
64;21.47;1703;2
86;22.64;9684;6
31;20.57;8344;8
95;11.39;5216;10
20;12.72;4786;10
39;21.38;6707;7
72;18.5;9365;4
69;11.5;5160;1
86;16.62;4079;3
23;10.82;3880;5
20;27.97;6493;7
82;28.8;4027;3
35;14.78;8125;5
65;17.48;7281;8
56;17.46;9116;3
51;17.03;5548;8
94;12.25;3268;5
74;12.21;1899;5
61;27.68;3757;1
61;19.54;1198;9
59;13.5;4087;10
69;27.38;1091;1
38;10.67;5101;9
63;25.05;7305;6
39;21.37;7123;6
46;26.83;9461;1
82;12.32;3539;6
16;22.38;8813;8
61;27.7;5386;10
23;21.96;2641;9
42;15.62;2765;1
47;12.51;3207;6
99;26.87;5149;10
19;24.44;9486;5
22;22.25;7895;1
62;30.65;5102;4
71;20.99;4530;3
13;14.21;4172;7
87;25.89;4630;5
64;20.69;6985;7
56;27.13;1352;4
32;17.03;8718;6
4;13.99;5945;7
31;13.57;8626;1
74;13.01;7795;6
29;29.34;5403;7
82;29.14;8826;7
95;11.13;2642;9
96;23.91;4330;1
81;10.65;5603;2
53;27.93;9528;5
84;26.83;1721;8
15;27.95;8440;1
82;17.22;9537;3
47;30.46;9878;5
63;20.9;4016;7
37;15.52;1622;7
54;25.38;5417;8
18;25.25;1109;3
42;13.47;9182;5
46;27.28;7180;10
48;22.01;3514;5
53;17.93;1730;2
79;29.04;8594;9
79;16.13;8299;7
79;15.71;1635;9
36;24.16;9935;6
51;29.97;8204;1
82;15.79;7904;8
31;21.11;3505;2
97;17.46;1037;9
19;17.31;7575;2
77;17.44;9809;4
7;26.97;4565;2
11;10.27;1447;6
63;15.61;2567;2
96;26.83;6645;8
53;21.29;3671;8
92;26.82;9688;1
15;15.13;7184;5
46;18.56;6075;6
15;21.22;9218;5
24;20.34;2933;3
50;29.02;9081;7
28;28.8;9800;2
77;13.11;8158;9
93;18.0;6594;1
85;23.83;7233;4
86;19.14;3837;8
35;23.21;1438;9
60;21.21;6435;4
36;28.09;1266;1
23;25.93;9600;2
44;14.58;2349;6
33;28.72;4721;6
77;30.13;8939;7
31;17.73;2248;9
7;19.68;2277;6
71;24.98;8909;2
61;12.02;8299;3
98;17.26;6830;0
38;15.09;7370;7
99;28.32;2366;6
42;24.82;6984;5
27;15.43;7715;5
60;10.95;6618;6
54;20.46;9630;0
61;21.73;9196;6
28;23.92;8798;3
83;29.54;1834;4
27;19.76;8697;3
31;26.78;1828;2
30;24.77;6001;1
14;25.61;5055;4
58;14.85;9851;6
83;19.37;9253;4
58;16.6;2553;5
53;10.77;7846;10
15;20.98;8527;1
19;28.2;5275;8
35;20.82;8562;2
10;14.66;8017;0
22;17.71;5708;6
19;25.24;1735;0
45;16.37;2360;9
18;19.22;8252;0
77;30.44;1355;1
55;29.02;3285;9
26;23.59;2147;9
65;23.72;9144;10
23;30.14;1379;3
65;28.88;3814;1
19;11.6;9413;3
12;19.84;1143;8
3;18.97;6641;5
29;13.68;2040;4
51;17.67;8642;2
48;13.59;4913;1
66;18.2;6492;9
7;10.39;4757;3
72;27.27;9810;9
17;20.25;2602;9
62;10.82;8343;8
76;17.1;4251;6
23;24.05;3161;5
86;22.07;7515;9
86;17.62;8778;10
31;30.03;6365;6
69;10.46;1770;3
88;25.14;6708;7
15;22.95;9695;7
92;27.87;5730;6
48;30.34;5395;1
96;15.93;5980;0
85;12.77;2985;5
61;29.1;2660;1
92;15.13;7105;7
88;16.96;1787;9
66;30.64;9244;7
90;22.76;3197;1
71;10.08;2205;4
32;21.24;1554;9
82;30.81;4027;2
12;14.03;6826;4
98;14.06;3936;7
60;25.79;6909;8
24;22.29;6128;3
65;27.42;4345;5
58;10.39;7467;8
70;27.91;9321;5
4;10.13;8400;7
85;14.7;8396;10
9;10.19;5667;9
13;15.55;2645;6
7;17.49;7611;3
96;14.38;4157;4
94;13.86;7166;4
9;25.46;8085;2
86;10.09;2831;1
69;27.06;4691;4
28;27.04;7200;2
44;27.38;8063;6
51;27.34;2862;9
69;16.23;8464;6
5;15.67;5742;7
2;23.04;9494;4
4;26.91;2192;6
81;23.98;7508;5
71;20.54;5412;8
75;13.28;6981;1
64;19.99;1993;6
22;13.14;5762;5
17;21.97;2683;1
7;11.77;3412;1
39;24.91;8653;7
25;13.35;7058;7
40;26.98;3865;1
21;11.08;2469;7
91;17.51;5336;5
20;14.56;4276;3
26;11.53;7372;7
71;16.22;4550;0
48;14.9;9089;2
76;17.43;1156;8
1;22.3;1784;1
83;30.55;1598;1
7;29.9;1975;6
51;20.19;8271;5
99;28.57;2181;2
27;25.21;2340;7
81;11.91;1743;10
93;15.41;8658;0
4;17.57;3273;10
64;28.84;2440;7
42;15.46;6534;4
52;28.21;5615;2
3;28.95;6813;0
